seed,sample_id,split,y0,y1,y2,y3,y4,y5,y6
0,front_running__buggy_20,train,0,0,0,1,0,0,0
0,buggy_270x85d960d4a22c1da47e9f1272ee02f5d023b562fe_SafeMath_mod,train,0,1,0,0,0,0,0
0,wallet_02_refund_nosub0x89c922de9900170d7a95e377665366613d5a718e_SafeERC20_safeTransferFrom,train,1,0,0,0,0,0,0
0,lotto0xef11dcd9f162207d4e751d9afbdea3cb78e6efc1_Ownable_Ownable,train,0,0,0,0,0,0,1
0,reentrancy__buggy_25,train,0,0,0,0,1,0,0
0,0xbf32639b80f5be67654c3304b3928a6d4b9407e6,train,0,0,0,0,0,0,0
0,integer_overflow_mapping_sym_10x6669c10955f8f3a64025ae9793b9a92e777d628d_SafeMath_sub,train,0,1,0,0,0,0,0
0,timelock0xd2fa8f92ea72abb35dbd6deca57173d22db2ba49_SafeMath_max,train,0,1,0,0,0,0,0
0,buggy_400x57ffa14de96e7a761750fdf41c9496214a6dca2a_SafeMath_mod,train,0,0,0,0,0,0,1
0,arithmetic__buggy_19,train,0,1,0,0,0,0,0
0,0xe26668cc7ce5239304b5af8f54b4bd57d11084d2,train,0,0,0,0,0,0,0
0,mishandled0xbe7decf6ec9227263fa29da0b2aa41e3d5a95eec_Ownable_Ownable,train,0,0,0,0,0,0,1
0,0xe4eabdca81e31d9acbc4af76b30f532b6ed7f3bf,train,0,0,0,0,0,0,1
0,0x610495793564aed0f9c7fc48dc4c7c9151d34fd60xf8edd282fe8d781a941176acf61a78434f5227b8_SafeMath_safeDiv,train,0,0,0,0,0,0,1
0,0xb110e378ea8b83dd52d1c5a810a5dcf99bbc96ae,train,0,0,0,0,0,0,0
0,0x19cf8481ea15427a98ba3cdd6d9e14690011ab10,train,0,0,0,0,0,0,1
0,0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c0xdda928b631cda3535dec1f80c9e92bb74eab5f03_SafeMath_safeDiv,train,0,0,0,0,0,0,1
0,buggy_230x095d7847945c6a496cad77bff0687a1bf367ec4a_SafeMath_mul,train,1,0,0,0,0,0,0
0,buggy_380xa5034d01bb9e14bdd2d59f645a40c4b1ba40545c_SafeMath_mul,train,0,1,0,0,0,0,0
0,buggy_430x697fc9371a33a98078543b777ca7d5c8009d6d0b_Math_min64,train,0,0,1,0,0,0,0
0,buggy_440x65bf93f65961ff6b778d6b7e52c5807a97c2e4f3_CLPT_setOwner,train,0,0,0,1,0,0,0
0,buggy_280xd869755384bbed1c05fc18ee098e829227a1a3eb_SafeMath_mul,train,1,0,0,0,0,0,0
0,0x2107a4aa352d92b73d0ea959a2a02384d68d8bfc,train,0,0,0,0,0,0,0
0,0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc90x091f601d7b6c0c8073d075a1847bafc6872559a4_Clue_Clue,train,0,0,0,0,0,0,1
0,0x2d50de5411731843c84232fa7eb807bee7befdf4,train,0,0,0,0,0,0,0
0,0x77a4a5b3007efa19b5d049b914a1271367e27fe4,train,0,0,0,0,0,0,0
0,buggy_400x06a6fc23e6ec8a2b2aeeefd70d772dc3d6b45010_Owned_acceptOwnership,train,1,0,0,0,0,0,0
0,0x6b9d46a223ffa343f8b14d855a8314b0eff7fcb7,train,0,0,0,0,0,0,0
0,buggy_170x00fc270c9cc13e878ab5363d00354bebf6f05c15_VNXLU_decimals,train,0,0,0,0,0,1,0
0,0x84d9ec85c9c568eb332b7226a8f826d897e0a4a8,train,0,0,0,0,0,0,1
0,buggy_400x9cb79101f795287585843d71c1b0a33a0724c2bb_SafeMath_mod,train,0,0,0,1,0,0,0
0,arithmetic__buggy_32,train,0,1,0,0,0,0,0
0,buggy_110x2781246fe707bb15cee3e5ea354e2154a2877b16_ERC20_totalSupply,train,1,0,0,0,0,0,0
0,front_running__buggy_230xcda50305e75b01894dad90be684eb2d6f1c5b0e7_SafeMath_mul,train,0,0,0,1,0,0,0
0,buggy_110x6556d2ec4d96da39cf75cbe50d58fae90079800a_ERC20_balanceOf,train,0,1,0,0,0,0,0
0,0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db40x7a8246fd9072b9ed583c34993747b113da6d31d5_SafeMath_safeDiv,train,0,0,0,0,0,0,1
0,0xd5967fed03e85d1cce44cab284695b41bc675b5c0x580f18c090914eb9edbb3d6a810c9789a91c7ba4_Caller_setEmitter,train,0,0,0,0,0,0,1
0,buggy_20xd0d87c21af72e320d62bed336e543a3938e89b6a_SafeMath_div,train,0,0,1,0,0,0,0
0,buggy_380xcb7156fcc5eb8612cb3856b4f716e938ba761c94_SafeMath_mul,train,0,0,0,1,0,0,0
0,0xdaae09accd32ccdb5d1fe48244d1826f55670704,train,0,0,0,0,0,0,0
0,buggy_400xf8ed6c51762208ff26f8f3e4efd4e06af2da649c_FixedSupplyToken_approve,train,0,0,0,0,0,0,1
0,0xe5a5f138005e19a3e6d0fe68b039397eeef2322b,train,0,0,0,0,0,0,0
0,0x70f9eddb3931491aab1aeafbc1e7f1ca2a012db40x51864bb857b8d4fef57d098e1364803fb66a023d_SafeMath_max256,train,0,0,0,0,0,0,1
0,overflow_simple_add,train,0,1,0,0,0,0,0
0,0x68eb95dc9934e19b86687a10df8e364423240e94,train,0,0,0,0,0,0,0
0,0xd5967fed03e85d1cce44cab284695b41bc675b5c0xa77cf14e0bda66f94873498ed15e1eaf183d2fd0_EtherCartel_getMyShrimp,train,0,0,0,0,0,0,1
0,integer_overflow_10x4b33cd304467988a8ea1e5976bc1de3ad3ac782b_SafeMath_sub,train,0,1,0,0,0,0,0
0,buggy_430x11da3b51a61a7ccab4186e4f89404c501280be3a_TokenERC20_burn,train,0,0,0,0,0,0,1
0,arithmetic__buggy_27,train,0,1,0,0,0,0,0
0,0x4b6ddb08e3ca085dd52266e7fd8ec91010f6f8b5,train,0,0,0,0,0,0,0
0,buggy_270x8fc918368f312ba045495fe67e133a43c67b4bab_BasicToken_totalSupply,train,1,0,0,0,0,0,0
0,buggy_280xc3c14cf95a4f97e18c8c1f9ea8da7ad4e8f81331_SafeMath_mod,train,0,0,0,1,0,0,0
0,mishandled0x1ce865c81e76aafd2003e69acd2d196d19aac144_SafeMath_div,train,0,0,0,0,0,0,1
0,reentrancy_insecure0xb8366948b4a3f07bcbf14eb1739daa42a26b07c4_SafeMath_mul,train,0,0,0,0,1,0,0
0,0x37d40510a2f5bc98aa7a0f7bf4b3453bcfb90ac1,train,0,0,0,0,0,0,0
0,buggy_380x16cee4183eb48e3cb190356700de467c28c4a56f_SafeMath_mul,train,0,0,0,1,0,0,0
0,buggy_30x30521e4ccc4d0494d624394fc275ead318051de8_SafeMath_div,train,0,0,0,0,1,0,0
0,buggy_20x11da3b51a61a7ccab4186e4f89404c501280be3a_TokenERC20_transfer,train,0,0,0,1,0,0,0
0,buggy_140x32470ff2a384becbd33c2b70f3cd4ba6192cb368_Ownable_owner,train,0,0,0,0,1,0,0
0,buggy_230x13cb835c47782dad075ce7faa1f8439b548b712d_LENS_,train,1,0,0,0,0,0,0
0,access_control__buggy_20xc617d51e3a1f621da8ae67b2f652d6ac02eb8d95_SafeMath_safeMul,train,1,0,0,0,0,0,0
0,uncheck__buggy_2,train,0,0,0,0,0,0,1
0,0xb0510d68f210b7db66e8c7c814f22680f2b8d1d6,train,0,0,0,0,0,0,1
0,simple_suicide,train,1,0,0,0,0,0,0
0,tokensalechallenge,train,0,1,0,0,0,0,0
0,uncheck__buggy_24,train,0,0,0,0,0,0,1
0,buggy_110x0f02e27745e3b6e9e1310d19469e2b5d7b5ec99a_ERC20_allowance,train,1,0,0,0,0,0,0
0,overflow_single_tx0xa657a8cfa71397fb360f8d95f372adfd46a57644_CatsCradle_cradle,train,0,1,0,0,0,0,0
0,wallet_03_wrong_constructor0x945192524c6605d20be6c529dd318666b74078bc_ERC20_isAccountFreezed,train,1,0,0,0,0,0,0
0,buggy_320xbf8d8f1242b95dfbae532af6b0f4463905415cc1_SafeMath_mul,train,0,0,0,1,0,0,0
0,buggy_400x36151737b45017234e9570cf9a1cac97138953c2_SafeMath_mod,train,0,1,0,0,0,0,0
0,buggy_230x034f8165470b0a26b8daac1c3cd1cc6156e8294d_Owned_acceptOwnership,train,0,1,0,0,0,0,0
0,mishandled0x2fcc73982cda54b15941eaae842f93a31f879ef2_BasicToken_totalSupply,train,0,0,0,0,0,0,1
0,buggy_230x616a74e4895bfe762da00b95877f25bef0d0d3c8_BasicToken_balanceOf,train,0,0,0,1,0,0,0
0,buggy_430x5975993e36eabeffe58cc254b17e61e6a37a3a19_AbstractToken_balanceOf,train,0,0,0,0,0,0,1
0,0xaffdbbbdd400bb780dea5307b39187d1e9edc1cc,train,0,0,0,0,0,0,0
0,time_manipulation__buggy_38,train,0,0,0,0,0,1,0
0,0x4051334adc52057aca763453820cb0e045076ef3,train,0,0,0,0,0,0,1
0,overflow_single_tx,train,0,1,0,0,0,0,0
0,timelock,train,0,1,0,0,0,0,0
0,uncheck__buggy_45,train,0,0,0,0,0,0,1
0,buggy_10xf6abff616043c2da572573dcc583b656297b30e7_SafeMath_div,train,0,0,0,0,0,0,1
0,arithmetic__buggy_20,train,0,1,0,0,0,0,0
0,uncheck__buggy_33,train,0,0,0,0,0,0,1
0,integer_overflow_10x03966330e7f60c95d2d8dd043735eea901c5e4e0_Ownable_owner,train,0,1,0,0,0,0,0
0,0xc964e81349f3030c0f4bcf3c66d90bdc69d05122,train,0,0,0,0,0,0,0
0,0x06652f356e52681c07d1338bd13b2d80820a9286,train,0,0,0,0,0,0,0
0,buggy_260xa5503c4227bf8c5fcbab84cece74009de5fc3e71_SafeMath_mul,train,0,0,0,0,0,0,1
0,odds_and_evens0x4a57e687b9126435a9b19e4a802113e266adebde_BasicToken_totalSupply,train,0,0,0,1,0,0,0
0,time_manipulation__buggy_4,train,0,0,0,0,0,1,0
0,buggy_150xe702af70291b952cdce5c224a18ab1127c449e79_SafeMath_safeDiv,train,0,0,1,0,0,0,0
0,buggy_270x831b1cf1387c388ed8eae955e895d90b2adb2244_SafeMath_div,train,0,0,0,0,0,0,1
0,0x0371a82e4a9d0a4312f3ee2ac9c6958512891372,train,0,0,0,0,0,0,0
0,0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f7,train,0,0,0,0,0,0,1
0,front_running__buggy_50,train,0,0,0,1,0,0,0
0,buggy_110x5975993e36eabeffe58cc254b17e61e6a37a3a19_SafeMath_safeDiv,train,0,0,0,0,1,0,0
0,0xd6e33c11cff866162787b7198030aac101a61f29,train,0,0,0,0,0,0,0
0,buggy_260x0597edbd535f2c76780818cd55cae87d7e035f5b_SafeMath_mul,train,0,0,0,1,0,0,0
0,0x524960d55174d912768678d8c606b4d50b79d7b1,train,0,0,0,0,0,0,1
0,buggy_40xebcd0ea69b0f2b9bb23021348e9e31517340073f_SafeMath_div,train,0,0,0,0,1,0,0
0,0xa46edd6a9a93feec36576ee5048146870ea2c3ae0xa1b85dbba00f8d99ad1da05010fcc9e92c4aec60_SafeMath_min256,train,0,0,0,0,0,0,1
0,ERC20,train,0,0,0,1,0,0,0
0,buggy_380x45c998a972e6449858206775d50f3925eb1e5b1b_SafeMath_div,train,1,0,0,0,0,0,0
0,0xa31b1767e09f842ecfd4bc471fe44f830e3891aa,train,0,0,0,0,0,0,0
0,buggy_280x9e92ead7ea826c174cd6a05d172375db60df188d_RadToken_balanceOf,train,0,0,0,0,1,0,0
0,buggy_230x538cc4af284ba376ad5bad0d364fbc9fb302546a_EtherPornStars_buyPremium,train,0,0,0,0,0,0,1
0,buggy_430xcfe17aebf83381a651ceed832767ae7bab7b4055_Pausable_paused,train,0,0,0,0,0,0,1
0,0x1fd169a4f5c59acf79d0fd5d91d1201ef1bce9f1,train,0,0,0,0,0,0,0
0,buggy_220x349c14bca4e70d5ea4a4c08e7cffce51708b4887_ERC20Detailed_decimals,train,0,0,0,1,0,0,0
0,simple_dao0x92a863fd7e33336ed128acbaf0d52e2267f6f575_Ownable_owner,train,0,0,0,0,1,0,0
0,0x81385b32393df2b940f77e06334a548f7d61b9b7,train,0,0,0,0,0,0,0
0,reentrancy__buggy_17,train,0,0,0,0,1,0,0
0,buggy_260xc96df921009b790dffca412375251ed1a2b75c60_SafeMath_mod,train,0,0,0,0,0,0,1
0,timelock0xdbcf6ed2bc28df9d2fa97e6db49a79be7439ee74_ERC20Token_allowance,train,0,1,0,0,0,0,0
0,buggy_400x6eaa66453b4b8d21be737891e1056a1e801ac264_BasicToken_balanceOf,train,0,1,0,0,0,0,0
0,dos__buggy_27,train,0,0,1,0,0,0,0
0,0x6e09b7d6c08bbc5327892013c07b44169e8a9a7c,train,0,0,0,0,0,0,0
0,buggy_430x8da10d1d4e03cd2459ebafb91439a9eba1cef42e_SafeMath_safeMul,train,0,0,0,1,0,0,0
0,proxy0xd90dd9aeff7a347112dd07a892a52dd2d5627877_SafeMath_div,train,1,0,0,0,0,0,0
0,integer_overflow_mapping_sym_10x676abde481967851b0c28e81bde8561e756d75e8_ModulumInvestorsWhitelist_ModulumInvestorsWhitelist,train,0,1,0,0,0,0,0
0,buggy_40xfe3cd0bc540f201afe9fca041b8e444dd053edc1_FucksToken_,train,0,0,1,0,0,0,0
0,buggy_40xcec420a1b66994d1d531805fbb18dbb54691486e_SafeMath_mul,train,0,1,0,0,0,0,0
0,buggy_270x0e5d3380806f947b151fc3c9ba8946453fada97a_SafeMath_div,train,1,0,0,0,0,0,0
0,0xf2570186500a46986f3139f65afedc2afe4f445d0x57929e21bb0de26166d3f3cfa09be0b2bb9f0a9c_CPTXToken_balanceOf,train,0,0,0,0,0,0,1
0,0x2a24e8e824d4e92f397008c99dc9469e0c4c40cf,train,0,0,0,0,0,0,0
0,integer_overflow_benign_10x73779df3f86a4f314655247443db8780a9b9f4cc_SafeMath_div,train,0,1,0,0,0,0,0
0,buggy_380xe26d6d83d8607ab016e3f8a5b00d91b0c9731840_PetTokenSupply_,train,0,1,0,0,0,0,0
0,reentrancy__buggy_38,train,0,0,0,0,1,0,0
0,integer_overflow_mapping_sym_10xdc0168718b22395bcf6bb8888867f3ff03ff5b98_SafeMath_safeMul,train,0,1,0,0,0,0,0
0,buggy_440x41c0332c833398b24095057446a20459d7b4b66d_ERC20_totalSupply,train,0,0,0,0,1,0,0
0,0x109e726df6f2fe1aaf0ca306e1582d305614075b,train,0,0,0,0,0,0,0
0,0xb7d9372dbcedffd7b58a15516e0b156204b764a8,train,0,0,0,0,0,0,0
0,0xf2570186500a46986f3139f65afedc2afe4f445d0x38a4d33e68c9f1488791e0ab5d01c620961d21d4_SafeERC20_safeTransferFrom,train,0,0,0,0,0,0,1
0,0x85954c0adde80c73b019a92c08e0d22f16ac4067,train,0,0,0,0,0,0,0
0,buggy_120x4a57e687b9126435a9b19e4a802113e266adebde_Ownable_Ownable,train,0,0,0,0,0,1,0
0,buggy_280xf8d1254fc324d2e75a5a37f5bd4ca34a20ef460d_BasicToken_balanceOf,train,0,1,0,0,0,0,0
0,buggy_190xafa9ec5eddaa50db06e8ed2c680ac6c81a32e9b7_ERC20_totalSupply,train,1,0,0,0,0,0,0
0,0xf6c9ba140b47d336b0c16c87642a83cacd44857e,train,0,0,0,0,0,0,0
0,buggy_270x4f375b916cdbb1c389385832d8a1e0faabe2ce13_SafeMath_div,train,1,0,0,0,0,0,0
0,reentrancy__buggy_28,train,0,0,0,0,1,0,0
0,buggy_40x36151737b45017234e9570cf9a1cac97138953c2_SafeMath_mul,train,1,0,0,0,0,0,0
0,integer_overflow_mapping_sym_1,train,0,1,0,0,0,0,0
0,time_manipulation__buggy_3,train,0,0,0,0,0,1,0
0,buggy_110x3ee2fd8e38a16f06ab85d684e062c0cf7d0e9a8b_ERC20Detailed_decimals,train,1,0,0,0,0,0,0
0,0xbaa3de6504690efb064420d89e871c27065cdd520xf79c2cc623c9317725712cf1b1b980464507a70a_BasicToken_totalSupply,train,0,0,0,0,0,0,1
0,time_manipulation__buggy_23,train,0,0,0,0,0,1,0
0,buggy_400x4fa3ecf14b8c66215b5e9110d5a13da8f71c5e60_SafeMath_div,train,0,0,0,0,0,0,1
0,buggy_440x56f55be60317948412cba68bd89f1ab1365d7da6_Edunut_balanceOf,train,0,0,0,0,0,0,1
0,0xb7c5c5aa4d42967efe906e1b66cb8df9cebf04f70x07c344edd719a356775e1fbd852c63dc46167b76_SafeMath_div,train,0,0,0,0,0,0,1
0,buggy_30x00fc270c9cc13e878ab5363d00354bebf6f05c15_VNXLU_,train,0,0,0,1,0,0,0
0,simple_dao,train,0,0,0,0,1,0,0
0,0x31c70e9a1bab16f47710e4b302c49998cfb36ef9,train,0,0,0,0,0,0,0
0,auction,train,0,0,1,0,0,0,0
0,dos_simple,train,0,0,1,0,0,0,0
0,buggy_40xba50933c268f567bdc86e1ac131be072c6b0b71a_Ownable_owner,train,0,0,0,1,0,0,0
0,buggy_280x54a217897273a50fb646c1cfc057d8abbf3433de_SafeMath_mod,train,0,0,0,0,0,0,1
0,dos__buggy_34,train,0,0,1,0,0,0,0
